"_acl.*.r",_acl.*.w,_acl.9eF1W1pu4q.r,_acl.9eF1W1pu4q.w,_acl.FQ1Xe0d6Qd.r,_acl.FQ1Xe0d6Qd.w,_acl.SnQkkuL1NC.r,_acl.SnQkkuL1NC.w,_acl.rIJxILE6XL.r,_acl.rIJxILE6XL.w,_acl.t0egIyLR5z.r,_acl.t0egIyLR5z.w,_created_at,_id,_p_autor,_p_estudiante,_p_tipo,_rperm.0,_rperm.1,_updated_at,_wperm.0,_wperm.1,actionTaken,aprobado,descripcion,fechaEntrega,grupos.0.__type,grupos.0.className,grupos.0.objectId,grupos.1.__type,grupos.1.className,grupos.1.objectId,grupos.2.__type,grupos.2.className,grupos.2.objectId,grupos.3.__type,grupos.3.className,grupos.3.objectId,materia,titulo
"",,,,,,,,,,,,2016-11-16T17:37:54.650Z,1fZKQEZVdg,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2016-12-01T22:54:23.141Z,,,,true,"HOMEWORK\n-Página 33. \nTachar las crayolas y encerrar los libros que vienen en la página. \nThank you! \nMiss Gaby y Miss Eva ",2016-11-17T17:38:01.000Z,Pointer,grupo,64pgpsXXxk,Pointer,grupo,JUJC6JvxFz,Pointer,grupo,8zoHGyLKb7,,,,Inglés,
"",,,,,,,,,,,,2016-09-05T15:27:36.572Z,1hnfpCuXKI,_User$2prODvgVi6,Estudiantes$0e9vs8n6zp,tipoAnuncio$4e5Ojw4gRT,,,2016-09-05T15:27:36.572Z,,,,true,Buenos días!\nCon mucho gusto seguimos sus instrucciones.\nSaludos Miss Lala,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2015-12-10T15:31:56.119Z,1iWojEcHNi,_User$dLebl9OLIk,Estudiantes$2HqRX35RK9,tipoAnuncio$8RDIvLSSbA,,,2016-01-13T20:38:01.675Z,,,true,true,"Buen día miss Lala, solo para preguntarle si hoy hay taller de futbol ",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-10-11T18:12:44.020Z,1ikgqM73gs,_User$2prODvgVi6,Estudiantes$d2yLZJAD6a,tipoAnuncio$cVxa8V84VG,,,2016-10-11T18:12:44.020Z,,,,true,¡Buenas tardes papitos!\nEl lunes 23 de octubre nos corresponde la ceremonia cívica. Solicito su apoyo para la elaboración de un cartel en media cartulina que ilustre el Día Del Médico. La fecha de entrega es el viernes 14 de octubre.\nMuchas gracias por su apoyo.\nMiss Sandy\n,,,,,,,,,,,,,,General,
true,true,,,,,,,,,,,2016-09-05T21:54:39.440Z,1m3Qn8Yf66,_User$tcsoiFWJKx,Estudiantes$lhQopclBpK,tipoAnuncio$EYcnUHRbPH,*,tcsoiFWJKx,2016-09-26T19:44:43.260Z,*,tcsoiFWJKx,true,true,"Hola no tengo a la mano el monto de la colegiatura, para Marco me lo podrían proporcionar x este medio \ngracias",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2015-12-03T17:41:02.011Z,1mW1cTowQq,_User$2prODvgVi6,,tipoAnuncio$UvcbCWcRGE,,,2016-03-09T23:05:50.472Z,,,,true,"Buenos días papitos:\nEl festival de Villancicos para kínder 1 A, kínder 1 B y  kínder 2 B será el jueves 10 de diciembre a las 10:00 horas. Los niños deben venir vestidos y peinados de la siguiente manera:\nPolo blanco (cuello alto), nenas y tenis blancos (muy limpios)\nEl viernes 11 será para kínder 2 A, kínder 3 A y Kínder 3 B. Por lo que les pedimos de favor,que ese día también vengan vestidos y peinados como el jueves.\nEl cupo es limitado a 3 personas máximo  por alumno. Favor de apoyarnos en este punto. El acceso al evento será por el estacionamiento. La puerta se abrirá a las 9:50 horas.\nLos alumnos asisten en horario normal. Si alguien gusta llevarse a su pequeño(a) al término del evento, favor de avisarnos y los entregamos en filtro.\nAgradecemos de antemano su apoyo y comprensión.\nDirección Preescolar",,Pointer,grupo,JUJC6JvxFz,,,,,,,,,,General,
"",,,,,,,,,,,,2016-03-08T20:16:28.424Z,1pegE6xwkD,_User$2prODvgVi6,Estudiantes$bCIhcoh65I,tipoAnuncio$UvcbCWcRGE,,,2016-03-08T20:16:28.424Z,,,,true,"Buenas tardes papitos de Preescolar:\nLes envío un cordial saludo y hago de su conocimiento la logística para nuestro Festival de Primavera de este sábado 12 de marzo:\nA) La entrada de TODOS los alumnos será a las 9:30 por Moctezuma (calle de atrás del colegio)\nB) Estaremos recibiendo a los pequeños mediante carrusel. NO SE ESTACIONEN para darle flujo y continuidad al recibimiento.\nC) Los pequeños deben de venir ya desayunados. Se les dará un lunch entre presentaciones.\nD) La cancha de futbol de enfrente estará disponible para estacionamiento. Tomar en cuenta que a las 9:30 es el festival de maternal.\nE) La salida de TODOS los alumnos será al término de la segunda presentación. NO HAY MANERA de llevarse a su pequeño(a) antes que esto suceda.\nF) Para la salida, los niños estarán en el comedor y podrá pasar un familiar autorizado a recogerlos por la puerta de la rampa.\nG) Checar la libreta para estar seguros de cómo tienen que venir vestidos y peinados sus pequeños. CADA GRUPO ES DIFERENTE.\nMuchas gracias por su apoyo.\nDirección Preescolar ",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-09-19T15:25:03.158Z,1pjA01OLlT,_User$2prODvgVi6,Estudiantes$fw6gURfK3A,tipoAnuncio$8RDIvLSSbA,,,2016-09-19T15:25:03.158Z,,,,true,Buenos días!\nEstaremos pendientes de sus instrucciones.\nSaludos\n Miss Lala,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-09-12T15:22:45.840Z,1psSrz8UJj,_User$2prODvgVi6,,tipoAnuncio$UvcbCWcRGE,,,2016-09-23T00:50:02.756Z,,,,true,Buenos días papitos!\nLes recuerdo que el jueves es nuestra ceremonia cívica y mis niños deben venir caracterizados del personaje que les tocó y los demás de indígenas mexicanos de aquella época.\nCualquier duda estoy a sus órdenes.\nMiss Miriram,,Pointer,grupo,dTbUGaumaH,,,,,,,,,,General,
"",,,,,,,,,,,,2016-08-31T20:21:03.429Z,1qypbz1OiY,_User$2prODvgVi6,Estudiantes$eyaHhdBWHF,tipoAnuncio$8RDIvLSSbA,,,2016-08-31T20:21:03.429Z,,,,true,Buenas tardes!\n Gracias por avisarme.,,,,,,,,,,,,,,General,
true,true,,,,,,,,,,,2016-11-07T18:16:39.854Z,1rOPJg3sh3,_User$MWyqfUiK86,Estudiantes$eyaHhdBWHF,tipoAnuncio$8RDIvLSSbA,*,MWyqfUiK86,2016-11-07T18:16:39.854Z,*,MWyqfUiK86,,true,"Buen día Miss Lala, Quiero comentarle una situación que sucedió el día viernes con la Terapeuta de Lenguaje el día viernes.\nNotamos  que nos cito sin una evaluación reciente, ya que confundió el nombre y después de hojear su libreta la evaluación era la misma de hace mes y medio, al preguntar de cuando era, ya que eran los mismos conceptos dijo que era de hace un mes pero no nos ha Ian localizado lo cual es incorrecto ya que Angela hace un mes presentó la Otits media, la sesión continuó ya en otro tono.\nArgumentó que Angela faltaba mucho y que no había un avance, le pregunté si conocía el argumentó por el cual faltaba, le expliqué la situación de varias citas médicas con diversos especialistas, también le comenté todo el proceso que el Colegio realizó con la SEP para que entrará a Primero.\nLe dije que revisarlos el tema de nuevo con Usted para evitar que se quede fuera el siguiente ciclo escolar por este motivo de las faltas.\nAl ir a recoger a Angela, me comentó Karlita que la Terapeuta dijo que no eran las faltas con la SEP si no que Angela se atrasaba, se me hace falta de profesionalismo dejar una retro con Karlita. \nLe pido nos apoye para que este plus que da el Colegio con la Terapeuta la podamos llevar de otra forma, si bien tenemos que atender atrasos de Angela en su desarrollo, no veo viable que se a través de ella.\n\nsaludos",,,,,,,,,,,,,,General,
true,true,,,,,,,,,,,2016-09-27T12:04:17.111Z,1uIZjmtvze,_User$qJXgdGoj04,Estudiantes$puxZU5tR9I,tipoAnuncio$8RDIvLSSbA,*,qJXgdGoj04,2016-09-27T14:29:31.860Z,qJXgdGoj04,*,true,true,"Buenos días les informó que el díA de hoy no irá Santiago Tadeo tiene fiebre y no sede,lo llevaremos con su pediatra y posteriormente les mando receta mil gracias ",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-10-25T14:22:43.505Z,1uJVoSScqi,_User$2prODvgVi6,Estudiantes$saa8d6OuVK,tipoAnuncio$8RDIvLSSbA,,,2016-10-25T14:22:43.505Z,,,,true,"¡Buenos días Papitos! \nLes informamos que el día de hoy no habrá taller de futbol por razones ajenas a nosotros, vamos a tratar de reponer la clase y de no ser posible, se ajustará en la cuota del siguiente mes.\nGracias por su comprensión. \nCoordinación Preescolar ",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-09-23T13:48:00.926Z,1wLkxlaVcR,_User$vodlzzvgcy,Estudiantes$dOnWt5jF1o,tipoAnuncio$8RDIvLSSbA,,,2016-09-23T14:59:49.826Z,,,true,true,"Miss Lala , buenos días !, una pregunta , de casualidad en el colegio se quedaron 2 chamarras de Ricardo Snyder como de felpa color gris y azul marino ?\nTienen su nombre bordado .\n\nLe agradezco su atención .\n\nMónica  Maldonado \n\n\n\n",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-04-15T14:18:10.047Z,1xsFqjEM1C,_User$2prODvgVi6,Estudiantes$69Zeu68J2e,tipoAnuncio$8RDIvLSSbA,,,2016-04-15T14:18:10.047Z,,,,true,Buenos días!\nEstaremos recibiendo artículos hasta el día 22 de abril.\nMuchas gracias por su apoyo.\nDirección General,,,,,,,,,,,,,,General,
true,true,,,,,,,,,,,2016-10-18T17:56:44.216Z,1zmAI9Swjq,_User$XxfJKXlX5U,Estudiantes$HfnFXSY8R1,tipoAnuncio$8RDIvLSSbA,*,XxfJKXlX5U,2016-10-18T20:10:34.826Z,*,XxfJKXlX5U,true,true,"Miss buenas tardes, Santi estuvo enfermo de la garganta, y el médico me pidió que no lo llevará ayer y hoy para que no contagiara a sus compañeros,  pero el día de mañana ya asistirá normalmente y nos pondremos al corriente con las tareas.\nQue tenga una bonita tarde",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-03-15T21:11:26.255Z,20wuDbcd30,_User$2prODvgVi6,Estudiantes$5LXJOZKU7w,tipoAnuncio$UvcbCWcRGE,,,2016-03-15T21:11:26.255Z,,,,true,"Buenas tardes.\nLes queremos informar que el jueves 17 de marzo NO habrá clase de ballet, será repuesta el viernes 18 en los mismos horarios.\nPor su atención, muchas gracias.\nDirección Preescolar",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2015-11-09T14:50:29.793Z,22uwg8qKmW,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2016-03-09T23:05:43.092Z,,,,true,Buenas tardes papitos de K1:\nEstamos probando nuestra nueva aplicación. Ojalá pudiera enviarnos un mensaje de prueba.\nMuchas gracias\nMiss Lala,2015-11-10T14:50:29.000Z,Pointer,grupo,JUJC6JvxFz,,,,,,,,,,Inglés,
"",,,,,,,,,,,,2016-03-08T20:12:21.077Z,23htPlHc2X,_User$2prODvgVi6,Estudiantes$piDqBUPNwr,tipoAnuncio$UvcbCWcRGE,,,2016-03-08T20:12:21.077Z,,,,true,"Buenas tardes papitos de Preescolar:\nLes envío un cordial saludo y hago de su conocimiento la logística para nuestro Festival de Primavera de este sábado 12 de marzo:\nA) La entrada de TODOS los alumnos será a las 9:30 por Moctezuma (calle de atrás del colegio)\nB) Estaremos recibiendo a los pequeños mediante carrusel. NO SE ESTACIONEN para darle flujo y continuidad al recibimiento.\nC) Los pequeños deben de venir ya desayunados. Se les dará un lunch entre presentaciones.\nD) La cancha de futbol de enfrente estará disponible para estacionamiento. Tomar en cuenta que a las 9:30 es el festival de maternal.\nE) La salida de TODOS los alumnos será al término de la segunda presentación. NO HAY MANERA de llevarse a su pequeño(a) antes que esto suceda.\nF) Para la salida, los niños estarán en el comedor y podrá pasar un familiar autorizado a recogerlos por la puerta de la rampa.\nG) Checar la libreta para estar seguros de cómo tienen que venir vestidos y peinados sus pequeños. CADA GRUPO ES DIFERENTE.\nMuchas gracias por su apoyo.\nDirección Preescolar ",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-03-08T20:07:39.394Z,23jO3CEXNy,_User$2prODvgVi6,Estudiantes$JOBuerTHRi,tipoAnuncio$UvcbCWcRGE,,,2016-03-08T20:07:39.394Z,,,,true,"Buenas tardes papitos de Preescolar:\nLes envío un cordial saludo y hago de su conocimiento la logística para nuestro Festival de Primavera de este sábado 12 de marzo:\nA) La entrada de TODOS los alumnos será a las 9:30 por Moctezuma (calle de atrás del colegio)\nB) Estaremos recibiendo a los pequeños mediante carrusel. NO SE ESTACIONEN para darle flujo y continuidad al recibimiento.\nC) Los pequeños deben de venir ya desayunados. Se les dará un lunch entre presentaciones.\nD) La cancha de futbol de enfrente estará disponible para estacionamiento. Tomar en cuenta que a las 9:30 es el festival de maternal.\nE) La salida de TODOS los alumnos será al término de la segunda presentación. NO HAY MANERA de llevarse a su pequeño(a) antes que esto suceda.\nF) Para la salida, los niños estarán en el comedor y podrá pasar un familiar autorizado a recogerlos por la puerta de la rampa.\nG) Checar la libreta para estar seguros de cómo tienen que venir vestidos y peinados sus pequeños. CADA GRUPO ES DIFERENTE.\nMuchas gracias por su apoyo.\nDirección Preescolar ",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-09-20T17:50:04.238Z,24uRTCI3eV,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2016-09-22T16:40:11.991Z,,,,true,Manual página 8.\nObserva las imágenes. Encierra quien está dentro y colorea quien está fuera. Ahora dibuja algo dentro del aro.\nGracias.\nMiss Melba,2016-09-21T17:50:31.000Z,Pointer,grupo,HxsN3Wf3WF,Pointer,grupo,YUlRLGut9k,,,,,,,Inglés,
"",,,,,,,,,,,,2016-04-27T14:26:08.870Z,269I5XrgiP,_User$2prODvgVi6,,tipoAnuncio$UvcbCWcRGE,,,2016-09-08T14:01:33.240Z,,,,true,"Buenas tardes Papitos: \nEl día de mañana jueves 28 de abril festejaremos el día del niño por lo que les recordamos mandar a su pequeño(a) con ropa casual cómoda. (No disfraces,ni atuendos de princesas) \nLas actividades se llevarán a cabo en el área verde por lo que es muy importante mandar a su hijo(a) con bloqueador en cara y brazos. \nAsí mismo les informamos que el viernes 29 de abril se llevará a cabo el C.T.E. por lo tanto habrá suspensión oficial de labores. \n\nGracias por su comprensión. \n\n                                                                     ATENTAMENTE\n                                                                L.C. Ana Laura Monroy ",,Pointer,grupo,pSku5ZBZAv,Pointer,grupo,dTbUGaumaH,Pointer,grupo,YUlRLGut9k,Pointer,grupo,HxsN3Wf3WF,General,
"",,,,,,,,,,,,2016-03-02T17:03:06.198Z,27fI9Cgs0A,_User$2prODvgVi6,,tipoAnuncio$UvcbCWcRGE,,,2016-08-16T11:56:29.306Z,,,,true,"Buenos días!\nEn breve estaremos repartiendo las invitaciones para nuestro festival de primavera que se llevará a cabo el sábado 12 de marzo. Se harán 2 presentaciones, ya que el número de invitados rebasa la capacidad de las gradas. Para este grupo, la hora asignada es 12:00.Es muy importante leer hoy la libreta de recados, ya que enviamos información para el vestuario y peinado de nuestros pequeños. \nCualquier duda pueden preguntar por este medio, libreta o teléfono.\nGracias por su apoyo\nCoordinación Preescolar.",,Pointer,grupo,JUJC6JvxFz,,,,,,,,,,General,
true,,,,,,,,,,,,2015-11-09T23:05:43.511Z,28DZEb5evP,_User$aIw1yAVmjo,Estudiantes$cJKvKo713x,tipoAnuncio$knJCpPHggt,*,aIw1yAVmjo,2015-11-10T16:20:30.196Z,aIw1yAVmjo,,,true,si me pudieran proporcionar talla y peso del mes de noviembre. muchas gracias y linda semana.,,,,,,,,,,,,,,General,si me pudieran proporcionar talla y peso del mes de noviembre. muchas gracias y linda semana.
"",,,,,,,,,,,,2016-09-29T14:06:03.724Z,2EOBJuHe5Z,_User$2prODvgVi6,Estudiantes$V6nKESnPkG,tipoAnuncio$8RDIvLSSbA,,,2016-09-29T14:06:03.724Z,,,,true,Buenos días!\nCon mucho gusto llevaremos a Fanny a su taller de ballet.\nQuedo a sus órdenes.\nMiss Lala,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-12-02T19:07:36.848Z,2JX5Fud4n5,_User$2prODvgVi6,Estudiantes$FtVcL2HHMg,tipoAnuncio$4e5Ojw4gRT,,,2016-12-02T19:07:36.848Z,,,,true,"¡Buenas tardes Papitos!\nLes envió un cordial saludo y al mismo tiempo le informó del vestuario de su pequeño(a) para el recital de Navidad. \nNIÑAS: Calcetas blancas, polo blanco (cuello de tortuga), pants de la escuela y zapatos negros. Peinadas con un chonguito alto bien restirado, sin fleco. \nNIÑOS: calcetines blancos, polo blanco (cuello de tortuga), zapatos negros y pants de la escuela, bien peinados. \nLa entrada y la salida son en horario normal. Si gustan llevarse a su pequeño(a) más temprano será al término de la segunda función. \nGracias por su apoyo. \nMiss Eva ",,,,,,,,,,,,,,General,
true,true,,,,,,,,,,,2016-08-23T15:20:06.029Z,2P7KAwQpDg,_User$F0f8Dh73dk,Estudiantes$bCIhcoh65I,tipoAnuncio$8RDIvLSSbA,*,F0f8Dh73dk,2016-08-24T14:02:21.265Z,*,F0f8Dh73dk,true,true,"Gracias Miss, ups según yo tomé los nombres del papelito que nos dieron en la junta, pero sería entonces a Paty, sólo ayúdeme a quitarle la etiqueta por favor.  Mil gracias.",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-09-07T02:36:31.122Z,2PqAwxa9af,_User$JOlWb1fZ4S,Estudiantes$0e9vs8n6zp,tipoAnuncio$X84nYuH45F,,,2016-09-07T16:16:31.752Z,,,true,true,"Buenas noches, seguimos teniendo problemas con Dante de Kinder II; hoy presentamos formalmente nuestra queja con Miss Lala , pido por favor me den una cita con la C. MARIA ERIKA AGIS LECHUGA, ya que solicito tomen medidas contundentes en contra de la mala influencia e indisciplina de este niño; en caso contrario me veré en la necesidad de escalarlo legalmente a la supervisión escolar de la zona.\n\nEse tipo de personas no pueden llevar una sana convivencia dentro de esta institución, por lo que pongo a evaluación de ustedes el expulsar a este niño.\n\nSi requieren una carta firmada por los padres de Kinder II, con gusto la solicitare ya que no soy el único padre de familia en esta postura, considerando estamos pagando por recibir un servicio de calidad, valores y atención.\n\nAgradezco su atención, en espera de su contestación para la cita esta misma semana, pongo a su disposición mi correo scadena@jbcg.com y mi Celular 5585539056.\n\nAtte.\n\nSantiago Cadena\n ",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-10-04T17:01:50.006Z,2VFkd5g3td,_User$2prODvgVi6,,tipoAnuncio$cVxa8V84VG,,,2016-10-08T06:22:15.399Z,,,,true,"Buenas tardes Papitos:\n-Libro vamos a trazar página 20 \nComenzando en la cruz y siguiendo la indicación de la flecha traza varias veces (10 veces mínimo) repitiendo la rima. Utiliza la crayola azul. \n¡Gracias!\nMiss Alexa y Miss Sandra ",2016-10-05T17:01:52.000Z,Pointer,grupo,64pgpsXXxk,Pointer,grupo,JUJC6JvxFz,Pointer,grupo,8zoHGyLKb7,,,,Español,
"",,,,,,,,,,,,2016-09-02T16:22:21.620Z,2XqbYc5Ool,_User$2prODvgVi6,Estudiantes$E9CkqllAYJ,tipoAnuncio$8RDIvLSSbA,,,2016-09-02T16:22:21.620Z,,,,true,Buenos días! \nMuchas gracias por enviarla.\nSaludos\nMiss Lala,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-02-23T20:25:18.142Z,2aKLq2kdtR,_User$2prODvgVi6,,tipoAnuncio$UvcbCWcRGE,,,2016-08-23T22:02:59.218Z,,,,true,"Estimados Padres de familia, por este medio hacemos de su conocimiento que el Colegio ha recibido informes de que en varias escuelas de la zona de Toluca y Metepec se han presentado varios casos de niños con influenza, por lo que les  encarecidamente estén atentos y observen continuamente a sus pequeños, para que en caso de presentar algún síntoma de dicha enfermedad acudan pronto con su pediatra e informen al Colegio de dicha situación. Para mayor información acerca de la sintomatología y medidas de prevención, favor de acudir con nuestro personal del área de Salud del Colegio. Por su atención, gracias. Atte. Dirección Adjunta.",,Pointer,grupo,dTbUGaumaH,,,,,,,,,,General,
"",,,,,,,,,,,,2016-03-08T20:17:01.471Z,2aiJ8PgS0J,_User$2prODvgVi6,Estudiantes$ewgLUir0ys,tipoAnuncio$UvcbCWcRGE,,,2016-03-08T20:17:01.471Z,,,,true,"Buenas tardes papitos de Preescolar:\nLes envío un cordial saludo y hago de su conocimiento la logística para nuestro Festival de Primavera de este sábado 12 de marzo:\nA) La entrada de TODOS los alumnos será a las 9:30 por Moctezuma (calle de atrás del colegio)\nB) Estaremos recibiendo a los pequeños mediante carrusel. NO SE ESTACIONEN para darle flujo y continuidad al recibimiento.\nC) Los pequeños deben de venir ya desayunados. Se les dará un lunch entre presentaciones.\nD) La cancha de futbol de enfrente estará disponible para estacionamiento. Tomar en cuenta que a las 9:30 es el festival de maternal.\nE) La salida de TODOS los alumnos será al término de la segunda presentación. NO HAY MANERA de llevarse a su pequeño(a) antes que esto suceda.\nF) Para la salida, los niños estarán en el comedor y podrá pasar un familiar autorizado a recogerlos por la puerta de la rampa.\nG) Checar la libreta para estar seguros de cómo tienen que venir vestidos y peinados sus pequeños. CADA GRUPO ES DIFERENTE.\nMuchas gracias por su apoyo.\nDirección Preescolar ",,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-08-29T19:57:58.009Z,2dGKHYMeg9,_User$2prODvgVi6,Estudiantes$38z0xMceId,tipoAnuncio$4e5Ojw4gRT,,,2016-08-29T19:57:58.009Z,,,,true,"Buenos días papás de Kínder 3:\nAntes que nada quiero comunicarles que sus pequeños se encuentran trabajando muy bien y muy adaptados.\nEs importante que sepan el rol de uniforme para la semana:\nLunes y miércoles y viernes vendrán vestidos con pants.\nMartes y jueves con uniforme de gala.\nLos calcetines, las calcetas o mallas son de color azul marino. No está permitido portar botas de ningún tipo o zapatos que no sean azul marino o negro.\nTambién es de suma importancia que TODAS LAS PRENDAS vengan marcadas con su nombre en un lugar visible, ya que no nos haremos responsables de pérdidas.\nIgualmente les recordamos que por reglamento las niñas deben asistir con su cabello recogido y los niños con cabello corto. Favor de apoyarnos en este aspecto.\nQuedo a sus órdenes para cualquier comentario.\nMiss Lala\nDirección Preescolar",,,,,,,,,,,,,,General,
true,true,,,,,,,,,true,true,2016-10-19T13:59:10.133Z,2dWbjIXvDO,_User$t0egIyLR5z,Estudiantes$lhQopclBpK,tipoAnuncio$8RDIvLSSbA,*,t0egIyLR5z,2016-10-19T15:01:16.929Z,*,t0egIyLR5z,true,true,buen dia miss Lala. Le agradezco muchisimo sus comentarios.\nPor otro lado quisiera hacerle una consulta. Me estan pidiendo un documento de Montse que avale que termino el kinder. es para un tramite de beca. unicamente tengo la boleta de sep. hay algun otro documento que uds proporcionen? tampoco tengo diploma o quiza me lo dieron y no lo encuentro. es tan gentil de decirme? muchas gracias!!,,,,,,,,,,,,,,General,
"",,,,,,,,,,,,2016-08-23T14:16:47.850Z,2e31d8c5WN,_User$JUaS3c5DdT,Estudiantes$2d6ds2Ylec,tipoAnuncio$4e5Ojw4gRT,,,2016-08-23T14:27:24.889Z,,,true,true,"Buen día, miss Lala, solo para checar si le pudieran hacer un espacio a mi chiquito Dante Hernandez Perea para el taller de fútbol, para que pueda tomar una clase muestra y decida si lo quiere tomar. \nTambién me gustaría saber;\nHorarios\nCostos\nUniforme o material que se necesite \nCuando sería la clase muestra \n\nGracias\nBonito día, saludos! \n\nDamaris Perea ",,,,,,,,,,,,,,General,
